,player_name,height,weight,birth_date,active_from,active_to,position,years_played_NBA,college,NBA_g_played,NBA_per,NBA_fg%,NBA_ppg,NBA_ft%,NBA_fgpg,NBA_fgapg,NBA_ftpg,NBA_ftapg,NBA_3ptpg,NBA_3ptapg,NBA_3pt%,NBA_efg%,NCAA_fg%,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA_3ptpg,NCAA_3ptapg,NCAA_3pt%,go_college
4461,B.J. Tyler,73,185.0,1971-04-30,1995,1995,G,0,"DePaul, Texas",55,8.5,0.381,3.5,0.7,1.3,3.4,0.6,0.9,0.3,0.9,0.314,0.423,0.435,93.0,16.7,0.741,5.7,13.0,3.0,4.1,2.4,6.5,0.361,True
4462,Jeremy Tyler,82,260.0,1991-06-21,2012,2014,C,2,nan,104,11.1,0.45,3.6,0.557,1.5,3.4,0.6,1.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4463,Terry Tyler,79,215.0,1956-10-30,1979,1989,F-G,10,Detroit Mercy,871,14.6,0.484,10.2,0.703,4.4,9.1,1.4,2.0,0.0,0.1,0.122,0.485,0.567,110.0,15.0,0.677,6.4,11.3,2.2,3.3,0.0,0.0,0.0,True
4464,Charlie Tyra,80,230.0,1935-08-16,1958,1962,C-F,4,Louisville,348,11.9,0.387,8.9,0.672,3.5,9.0,1.9,2.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4465,Edwin Ubiles,78,204.0,1986-11-26,2012,2012,G,0,Siena College,4,7.3,0.278,3.5,1.0,1.3,4.5,0.8,0.8,0.3,1.3,0.2,0.306,0.497,131.0,14.8,0.672,6.0,12.1,2.0,3.0,0.8,2.2,0.353,True
4466,Ekpe Udoh,82,245.0,1987-05-20,2011,2019,C-F,8,"Michigan, Baylor",384,12.0,0.453,3.5,0.718,1.4,3.0,0.8,1.1,0.0,0.0,0.0,0.453,0.472,103.0,8.4,0.649,3.3,7.0,1.6,2.5,0.1,0.4,0.289,True
4467,Ime Udoka,78,215.0,1977-08-09,2004,2011,F,7,"San Francisco, Portland State",316,10.8,0.417,5.2,0.705,1.9,4.7,0.6,0.8,0.7,1.9,0.356,0.492,0.377,45.0,8.5,0.717,2.7,7.2,2.4,3.4,0.6,2.0,0.283,True
4468,Beno Udrih,75,205.0,1982-07-05,2005,2017,G,12,nan,831,14.0,0.463,8.4,0.833,3.3,7.1,1.2,1.5,0.6,1.6,0.349,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4469,Roko Ukić,77,183.0,1984-05-12,2009,2010,G,1,nan,85,10.0,0.387,4.0,0.746,1.6,4.2,0.6,0.8,0.2,0.9,0.189,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4470,Tyler Ulis,70,160.0,1996-01-05,2017,2019,G,2,Kentucky,133,11.3,0.403,7.5,0.808,3.0,7.4,1.0,1.3,0.5,1.7,0.28,0.435,0.427,72.0,11.3,0.846,3.6,8.4,2.9,3.4,1.2,3.3,0.371,True
4471,Wes Unseld,79,245.0,1946-03-14,1969,1981,C-F,12,Louisville,984,16.0,0.509,10.8,0.633,4.4,8.7,1.9,3.0,0.0,0.0,0.5,0.509,0.558,82.0,20.6,0.651,7.7,13.8,5.2,8.0,0.0,0.0,0.0,True
4472,Hal Uplinger,76,185.0,1929-09-30,1954,1954,G,0,Long Island University,23,10.8,0.351,3.7,0.909,1.4,4.1,0.9,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4473,Kelvin Upshaw,74,180.0,1963-01-24,1989,1991,G,2,Utah,120,13.1,0.453,5.4,0.795,2.2,4.9,0.8,1.1,0.1,0.5,0.237,0.465,0.504,84.0,14.6,0.797,5.8,11.5,3.0,3.8,,,,True
4474,Jarrod Uthoff,81,221.0,1993-05-19,2017,2020,F,3,Iowa,16,12.3,0.411,3.7,0.778,1.4,3.5,0.4,0.6,0.4,1.1,0.333,0.464,0.45,100.0,13.0,0.795,4.6,10.2,2.5,3.1,1.4,3.6,0.383,True
4475,Ben Uzoh,75,205.0,1988-03-19,2011,2012,G,1,Tulsa,60,13.0,0.395,4.0,0.587,1.6,4.1,0.7,1.3,0.1,0.2,0.333,0.401,0.454,141.0,13.8,0.782,4.7,10.3,3.3,4.2,1.2,3.5,0.349,True
4476,Stephen Vacendak,73,185.0,1944-08-15,1968,1970,G,2,Duke,83,11.4,0.39,9.9,0.754,3.8,9.8,2.3,3.0,0.0,0.1,0.2,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4477,Jonas Valančiūnas,83,265.0,1992-05-06,2013,2022,C,9,nan,643,20.7,0.563,13.1,0.783,5.2,9.2,2.5,3.2,0.2,0.5,0.373,0.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4478,Darnell Valentine,73,183.0,1959-02-03,1982,1991,G,9,Kansas,620,14.0,0.437,8.7,0.787,3.2,7.4,2.2,2.8,0.1,0.3,0.261,0.442,0.476,118.0,15.4,0.718,5.4,11.4,4.6,6.4,0.0,0.0,0.0,True
4479,Denzel Valentine,76,220.0,1993-11-16,2017,2022,G,5,Michigan State,244,10.6,0.392,7.2,0.787,2.7,6.9,0.3,0.4,1.4,4.0,0.356,0.494,0.442,144.0,11.4,0.779,4.0,9.1,1.5,2.0,1.8,4.5,0.408,True
4480,Ronnie Valentine,79,210.0,1957-11-27,1981,1981,F,0,Old Dominion,24,10.3,0.378,3.5,0.474,1.5,4.1,0.4,0.8,0.0,0.1,0.5,0.383,0.515,101.0,21.8,0.726,9.5,18.5,2.8,3.8,0.0,0.0,0.0,True
4481,John Vallely,75,185.0,1948-10-03,1971,1972,G,1,UCLA,100,9.6,0.379,3.6,0.721,1.4,3.8,0.8,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4482,Dick Van Arsdale,77,210.0,1943-02-22,1966,1977,G-F,11,Indiana,921,14.4,0.464,16.4,0.79,5.9,12.7,4.6,5.8,0.0,0.0,0.0,,0.442,72.0,17.2,0.793,5.8,13.2,5.6,7.0,0.0,0.0,0.0,True
4483,Tom Van Arsdale,77,202.0,1943-02-22,1966,1977,F-G,11,Indiana,929,13.0,0.431,15.3,0.762,5.9,13.7,3.5,4.5,0.0,0.0,0.0,,0.448,72.0,17.4,0.651,6.8,15.2,3.8,5.8,0.0,0.0,0.0,True
4484,Nick Van Exel,73,170.0,1971-11-27,1994,2006,G,12,"Trinity Valley CC, Cincinnati",880,15.8,0.405,14.4,0.794,5.3,13.0,2.1,2.7,1.7,4.9,0.357,0.471,0.409,65.0,15.2,0.701,5.3,12.9,2.4,3.4,2.3,6.3,0.358,True
4485,Keith Van Horn,82,220.0,1975-10-23,1998,2006,F,8,Utah,575,16.8,0.443,16.0,0.835,5.9,13.3,3.2,3.8,1.0,2.9,0.361,0.482,0.522,122.0,20.8,0.851,7.3,14.0,4.5,5.3,1.7,4.2,0.401,True
4486,Norm Van Lier,73,173.0,1947-04-01,1970,1979,G,9,Saint Francis University,746,14.0,0.414,11.8,0.78,4.4,10.7,2.9,3.7,0.0,0.0,0.0,,0.411,75.0,18.8,0.736,6.9,16.8,5.0,6.8,0.0,0.0,0.0,True
4487,Dennis Van Zant,81,210.0,1952-06-01,1976,1976,F,0,Azusa Pacific University,1,39.3,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4488,Fred VanVleet,73,197.0,1994-02-25,2017,2022,G,5,Wichita State,303,15.8,0.409,12.7,0.854,4.3,10.6,1.9,2.3,2.0,5.3,0.385,0.504,0.426,141.0,10.2,0.805,3.3,7.7,2.6,3.3,1.0,2.6,0.386,True
4489,Gene Vance,75,195.0,1923-02-25,1948,1952,G-F,4,Illinois,175,5.9,0.315,8.3,0.687,3.1,9.9,2.0,2.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4490,Logan Vander Velden,80,215.0,1971-04-03,1996,1996,F,0,Green Bay,15,1.8,0.214,0.6,0.75,0.2,0.9,0.2,0.3,0.0,0.3,0.0,0.214,0.502,112.0,7.3,0.789,2.8,5.6,1.2,1.5,0.4,1.1,0.375,True
4491,Jarred Vanderbilt,81,214.0,1999-04-03,2019,2022,F,3,Kentucky,112,15.8,0.579,4.4,0.622,1.8,3.1,0.8,1.3,0.0,0.1,0.077,0.58,0.426,14.0,5.9,0.632,2.1,4.9,1.7,2.7,0.0,0.1,0.0,True
4492,Ernie Vandeweghe,75,195.0,1928-09-12,1950,1956,F-G,6,Colgate,224,17.1,0.421,9.5,0.74,3.7,8.7,2.2,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4493,Kiki Vandeweghe,80,220.0,1958-08-01,1981,1993,F,12,UCLA,810,18.4,0.525,19.7,0.872,7.6,14.4,4.3,4.9,0.3,0.7,0.368,0.534,0.57,113.0,12.2,0.776,4.7,8.3,2.7,3.5,0.0,0.0,0.0,True
4494,Nick Vanos,85,255.0,1963-04-13,1986,1987,C,1,Santa Clara,68,7.7,0.383,3.3,0.561,1.3,3.4,0.7,1.2,0.0,0.0,0.0,0.383,0.51,113.0,12.4,0.598,4.9,9.7,2.5,4.2,0.0,0.0,0.0,True
4495,David Vanterpool,77,200.0,1973-03-31,2001,2001,G,0,St. Bonaventure,22,10.9,0.418,5.5,0.6,2.1,5.0,1.4,2.3,0.0,0.3,0.0,0.418,0.428,112.0,13.2,0.73,4.2,9.8,3.8,5.3,0.9,2.9,0.325,True
4496,Ratko Varda,85,260.0,1979-05-06,2002,2002,C,0,nan,1,15.0,0.667,5.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4497,Anderson Varejão,82,273.0,1982-09-28,2005,2021,F-C,16,nan,632,15.6,0.509,7.2,0.63,2.9,5.6,1.5,2.4,0.0,0.1,0.023,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4498,Jarvis Varnado,81,230.0,1988-03-01,2013,2014,F,1,Mississippi State,37,11.5,0.582,2.9,0.518,1.1,1.8,0.8,1.5,0.0,0.0,0.0,0.582,0.589,141.0,10.0,0.595,3.9,6.6,2.2,3.6,0.0,0.0,0.25,True
4499,Greivis Vásquez,78,217.0,1987-01-16,2011,2017,G,6,Maryland,401,13.7,0.418,9.0,0.817,3.4,8.2,1.1,1.3,1.0,2.9,0.349,0.48,0.425,136.0,16.0,0.828,5.5,13.0,3.2,3.9,1.7,5.1,0.329,True
4500,Devin Vassell,77,200.0,2000-08-23,2021,2022,G-F,1,Florida State,79,12.1,0.428,6.9,0.808,2.6,6.0,0.7,0.9,1.1,3.0,0.363,0.518,0.475,63.0,8.4,0.72,3.1,6.6,1.1,1.5,1.1,2.7,0.417,True
4501,Chico Vaughn,74,190.0,1940-02-19,1963,1970,G,7,Southern Illinois,491,12.1,0.392,11.9,0.738,4.4,11.1,2.5,3.4,1.9,6.2,0.301,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4502,David Vaughn,83,220.0,1952-06-04,1975,1976,C,1,Oral Roberts,93,13.6,0.421,10.7,0.549,4.7,11.1,1.4,2.5,0.0,0.0,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4503,David Vaughn,81,240.0,1973-03-23,1996,1999,F,3,Memphis,118,10.1,0.423,2.9,0.638,1.2,2.7,0.6,0.9,0.0,0.0,0.0,0.423,0.486,92.0,14.2,0.749,5.4,11.1,3.2,4.3,0.2,0.5,0.333,True
4504,Jacque Vaughn,73,190.0,1975-02-11,1998,2009,G,11,Kansas,776,10.1,0.429,4.5,0.779,1.7,3.9,1.0,1.3,0.1,0.3,0.352,0.445,0.459,126.0,9.6,0.708,3.0,6.6,2.7,3.7,0.8,2.2,0.383,True
4505,Rashad Vaughn,78,202.0,1996-08-16,2016,2018,G,2,UNLV,139,5.9,0.337,3.0,0.692,1.2,3.4,0.1,0.2,0.6,1.9,0.313,0.424,0.439,23.0,17.8,0.694,6.3,14.3,3.0,4.3,2.3,6.1,0.383,True
4506,Virgil Vaughn,76,205.0,1918-05-15,1947,1947,F-C,0,Western Kentucky,17,-,0.192,2.6,0.536,0.9,4.6,0.9,1.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4507,Loy Vaught,81,230.0,1968-02-27,1991,2001,F,10,Michigan,689,15.4,0.504,10.1,0.718,4.4,8.8,1.2,1.7,0.0,0.1,0.244,0.506,0.617,134.0,10.8,0.752,4.6,7.5,1.6,2.1,0.0,0.0,0.333,True
4508,Bob Verga,73,190.0,1945-09-07,1968,1974,G,6,Duke,342,17.5,0.438,20.2,0.749,7.6,17.4,4.6,6.1,0.4,1.3,0.296,0.449,0.49,80.0,22.0,0.729,9.1,18.6,3.8,5.2,0.0,0.0,0.0,True
4509,Pete Verhoeven,81,215.0,1959-02-15,1982,1987,F,5,Fresno State,282,10.3,0.505,3.5,0.689,1.5,3.0,0.5,0.7,0.0,0.0,0.25,0.505,0.561,99.0,6.3,0.743,2.6,4.6,1.1,1.5,0.0,0.0,0.0,True
4510,Jan Veselý,83,240.0,1990-04-24,2012,2014,F,2,nan,162,10.9,0.521,3.6,0.408,1.6,3.1,0.4,1.0,0.0,0.0,0.0,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4511,Gundars Vētra,78,195.0,1967-05-22,1993,1993,F,0,nan,13,13.6,0.475,3.5,0.667,1.5,3.1,0.3,0.5,0.2,0.2,1.0,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4512,João Vianna,81,215.0,1966-11-15,1992,1992,F,0,nan,1,1.0,0.5,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4513,Charlie Villanueva,83,232.0,1984-08-24,2006,2016,F,10,UConn,656,16.0,0.435,10.4,0.772,4.0,9.3,1.2,1.6,1.1,3.2,0.341,0.494,0.518,63.0,11.2,0.681,4.3,8.3,2.2,3.2,0.4,1.0,0.393,True
4514,Gabe Vincent,75,200.0,1996-06-14,2020,2022,G,2,UC Santa Barbara,76,8.3,0.372,4.7,0.857,1.7,4.6,0.4,0.5,0.9,2.9,0.308,0.47,0.409,113.0,12.8,0.769,4.4,10.7,1.8,2.4,2.2,5.7,0.376,True
4515,Jay Vincent,79,220.0,1959-06-10,1982,1990,F,8,Michigan State,576,15.9,0.474,15.2,0.784,6.1,12.8,3.0,3.9,0.0,0.0,0.148,0.474,0.514,114.0,16.8,0.657,7.0,13.6,2.8,4.2,0.0,0.0,0.0,True
4516,Sam Vincent,74,185.0,1963-05-18,1986,1992,G,6,Michigan State,396,14.1,0.449,7.8,0.863,2.9,6.5,1.9,2.2,0.0,0.2,0.182,0.452,0.491,110.0,16.8,0.803,6.2,12.7,4.3,5.4,0.0,0.0,0.0,True
4517,Marcus Vinicius,80,225.0,1984-05-31,2007,2008,F,1,nan,26,8.8,0.457,1.9,0.556,0.6,1.3,0.4,0.7,0.3,0.7,0.421,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4518,Fred Vinson,76,190.0,1971-01-28,1995,2000,G,5,Georgia Tech,13,-2.0,0.25,1.3,0.667,0.5,1.8,0.2,0.2,0.2,1.0,0.231,0.313,0.411,61.0,7.0,0.795,2.5,6.0,0.6,0.7,1.5,3.9,0.383,True
4519,Claude Virden,78,195.0,1947-11-25,1973,1973,F,0,Murray State,31,9.6,0.398,9.9,0.78,4.2,10.5,1.5,1.9,0.0,0.1,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4520,Gary Voce,81,240.0,1965-11-24,1990,1990,F,0,Notre Dame,1,19.2,0.333,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.333,0.547,108.0,5.5,0.742,2.0,3.7,1.4,1.8,,,0.0,True
4521,Floyd Volker,76,205.0,1921-06-21,1950,1950,F-C,0,Wyoming,54,-,0.309,7.4,0.55,3.0,9.8,1.3,2.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4522,Alexander Volkov,82,218.0,1964-03-28,1990,1992,C,2,nan,149,14.1,0.455,6.8,0.613,2.6,5.7,1.3,2.1,0.3,1.0,0.333,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4523,Whitey Von Nieda,73,170.0,1922-06-19,1950,1950,G-F,0,Penn State,59,-,0.357,5.3,0.635,2.0,5.7,1.2,1.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4524,Noah Vonleh,82,257.0,1995-08-24,2015,2021,F,6,Indiana,339,12.0,0.459,4.9,0.691,1.9,4.1,0.8,1.2,0.3,0.9,0.308,0.492,0.523,30.0,11.3,0.716,3.8,7.2,3.2,4.5,0.5,1.1,0.485,True
4525,Jake Voskuhl,83,245.0,1977-11-01,2001,2009,C,8,UConn,450,10.8,0.487,4.0,0.714,1.5,3.1,1.0,1.5,0.0,0.0,0.333,0.488,0.542,138.0,6.3,0.656,2.3,4.3,1.6,2.4,0.0,0.0,,True
4526,Danny Vranes,79,210.0,1958-10-29,1982,1988,F,6,Utah,510,9.3,0.496,5.1,0.57,2.1,4.2,1.0,1.7,0.0,0.0,0.105,0.496,0.584,111.0,15.4,0.703,5.8,9.9,3.9,5.5,0.0,0.0,0.0,True
4527,Slavko Vraneš,89,275.0,1983-01-30,2004,2004,C,0,nan,1,-20.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4528,Stojko Vranković,86,260.0,1964-01-22,1991,1999,C,8,nan,170,9.7,0.477,2.8,0.598,1.2,2.4,0.5,0.8,0.0,0.0,0.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4529,Brett Vroman,84,220.0,1955-12-25,1981,1981,C,0,"UCLA, UNLV",11,11.8,0.37,3.1,0.737,0.9,2.5,1.3,1.7,0.0,0.1,0.0,0.37,0.491,93.0,6.8,0.653,2.8,5.8,1.2,1.8,0.0,0.0,0.0,True
4530,Jackson Vroman,82,220.0,1981-06-06,2005,2006,F-C,1,Iowa State,87,8.2,0.408,3.3,0.58,1.2,3.0,0.8,1.4,0.0,0.0,0.0,0.408,0.558,63.0,13.2,0.512,5.4,9.7,2.4,4.7,0.0,0.2,0.077,True
4531,Nikola Vučević,82,260.0,1990-10-24,2012,2022,C,10,USC,682,20.6,0.494,16.8,0.754,7.2,14.6,1.7,2.2,0.7,1.9,0.353,0.517,0.509,87.0,11.1,0.746,4.2,8.3,2.2,2.9,0.4,1.4,0.303,True
4532,Sasha Vujačić,79,195.0,1984-03-08,2005,2017,G,12,nan,581,11.5,0.39,5.3,0.858,1.9,4.7,0.7,0.8,0.9,2.5,0.367,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4533,Butch van Breda Kolff,75,185.0,1922-10-28,1947,1950,G-F,3,NYU,175,-,0.305,4.7,0.669,1.4,4.5,2.0,2.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4534,Jan van Breda Kolff,79,195.0,1951-12-16,1975,1983,F-G,8,Vanderbilt,598,10.4,0.444,6.2,0.821,2.2,4.9,1.8,2.2,0.0,0.1,0.282,0.445,0.419,80.0,9.3,0.791,3.3,7.8,2.8,3.5,0.0,0.0,0.0,True
4535,Dean Wade,81,228.0,1996-11-20,2020,2022,F,2,Kansas State,91,10.8,0.434,5.2,0.761,1.9,4.4,0.4,0.5,1.0,2.9,0.356,0.553,0.498,126.0,12.0,0.711,4.3,8.7,2.3,3.2,1.0,2.6,0.386,True
4536,Dwyane Wade,76,220.0,1982-01-17,2004,2019,G,15,Marquette,1054,23.5,0.48,22.0,0.765,8.0,16.7,5.4,7.1,0.5,1.8,0.293,0.495,0.494,65.0,19.7,0.745,7.3,14.8,4.6,6.2,0.5,1.5,0.333,True
4537,Mark Wade,71,160.0,1965-10-15,1988,1990,G,2,"Oklahoma, UNLV",12,4.9,0.15,0.7,0.5,0.3,1.7,0.2,0.3,0.0,0.2,0.0,0.15,0.438,82.0,3.6,0.729,1.2,2.6,1.1,1.6,,,0.367,True
4538,Von Wafer,77,210.0,1985-07-21,2006,2012,G,6,Florida State,200,11.8,0.42,5.3,0.751,2.0,4.6,0.9,1.1,0.5,1.6,0.325,0.475,0.405,61.0,10.1,0.669,3.5,8.7,1.3,1.9,1.8,4.9,0.365,True
4539,Clint Wager,78,210.0,1920-01-20,1950,1950,C-F,0,Saint Mary's University of Minnesota,63,-,0.281,2.3,0.617,0.9,3.2,0.5,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4540,Dajuan Wagner,74,200.0,1983-02-04,2003,2007,G,4,Memphis,103,9.9,0.366,9.4,0.77,3.4,9.4,1.6,2.1,0.9,2.8,0.321,0.414,0.41,36.0,21.2,0.722,7.4,18.0,4.6,6.4,1.8,5.8,0.317,True
4541,Danny Wagner,72,170.0,1922-08-01,1950,1950,G,0,Texas,11,-,0.352,6.3,0.886,1.7,4.9,2.8,3.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4542,Franz Wagner,81,225.0,2001-08-27,2022,2022,G-F,0,Michigan,21,12.7,0.425,12.7,0.786,4.9,11.4,1.6,2.0,1.4,4.0,0.361,0.488,0.465,55.0,12.0,0.835,4.3,9.3,2.0,2.4,1.4,4.3,0.325,True
4543,Milt Wagner,77,185.0,1963-02-20,1988,1991,G,3,Louisville,53,10.6,0.422,4.1,0.875,1.6,3.8,0.7,0.8,0.2,0.5,0.296,0.441,0.5,144.0,12.8,0.814,5.2,10.4,2.3,2.9,,,0.5,True
4544,Moritz Wagner,83,245.0,1997-04-26,2019,2022,F-C,3,Michigan,153,13.2,0.476,6.7,0.807,2.3,4.9,1.4,1.7,0.7,2.0,0.327,0.543,0.547,107.0,10.4,0.698,3.9,7.2,1.5,2.2,1.0,2.7,0.385,True
4545,Phillip Wagner,74,190.0,1945-12-18,1969,1969,G,0,Georgia Tech,12,0.5,0.268,3.0,0.765,0.9,3.4,1.1,1.4,0.1,0.3,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4546,Ish Wainright,78,250.0,1994-09-12,2022,2022,F,0,Baylor,3,2.3,0.333,0.7,0.0,0.3,1.0,0.0,0.0,0.0,0.3,0.0,0.333,0.418,132.0,3.8,0.659,1.3,3.2,0.7,1.0,0.4,1.3,0.331,True
4547,Dion Waiters,75,215.0,1991-12-10,2013,2020,G,7,Syracuse,419,12.0,0.412,13.1,0.694,5.0,12.2,1.7,2.5,1.4,4.0,0.346,0.468,0.453,71.0,9.7,0.753,3.5,7.7,1.8,2.3,1.0,2.8,0.348,True
4548,Granville Waiters,83,225.0,1961-01-08,1984,1988,C,4,Ohio State,249,8.3,0.458,2.4,0.559,1.1,2.4,0.3,0.5,0.0,0.0,0.0,0.458,0.543,103.0,5.8,0.664,2.5,4.6,0.8,1.3,0.0,0.0,0.0,True
4549,Andre Wakefield,75,175.0,1955-01-11,1979,1980,G,1,Loyola Chicago,81,4.4,0.354,2.3,0.708,0.8,2.4,0.6,0.9,0.0,0.0,0.0,0.354,0.452,48.0,15.2,0.704,6.2,13.6,2.9,4.1,0.0,0.0,0.0,True
4550,Neal Walk,82,220.0,1948-07-29,1970,1977,C,7,Florida,568,16.9,0.459,12.6,0.758,5.2,11.2,2.3,3.0,0.0,0.0,0.0,,0.484,77.0,20.8,0.737,7.4,15.4,5.9,8.0,0.0,0.0,0.0,True
4551,Andy Walker,76,190.0,1955-03-25,1977,1977,G,0,Niagara University,40,13.0,0.462,4.5,0.766,1.8,3.9,0.9,1.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4552,Antoine Walker,80,224.0,1976-08-12,1997,2008,F,11,Kentucky,893,16.0,0.414,17.5,0.633,6.8,16.5,2.3,3.7,1.6,4.8,0.325,0.461,0.449,69.0,11.7,0.66,4.7,10.4,1.9,2.9,0.4,1.5,0.252,True
4553,Brady Walker,78,205.0,1921-03-15,1949,1952,F-C,3,BYU,228,15.5,0.38,7.0,0.633,3.0,7.8,1.1,1.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4554,Chet Walker,78,212.0,1940-02-22,1963,1975,F-G,12,Bradley,1032,17.6,0.47,18.2,0.796,6.7,14.2,4.9,6.2,0.0,0.0,0.0,,0.552,81.0,24.4,0.66,9.3,16.8,5.9,8.9,0.0,0.0,0.0,True
4555,Darrell Walker,76,180.0,1961-03-09,1984,1993,G,9,Arkansas,720,13.7,0.435,8.9,0.713,3.4,7.9,2.0,2.8,0.0,0.1,0.059,0.435,0.517,90.0,14.7,0.635,5.5,10.7,3.7,5.8,0.0,0.0,0.0,True
4556,Foots Walker,72,184.0,1951-05-21,1975,1984,G,9,"Vincennes University, West Georgia",658,13.7,0.435,6.4,0.762,2.3,5.4,1.7,2.2,0.0,0.1,0.227,0.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4557,Henry Walker,78,220.0,1987-10-09,2009,2015,F,6,Kansas State,181,10.8,0.446,6.0,0.76,2.1,4.8,0.6,0.9,1.0,2.8,0.369,0.556,0.456,37.0,15.3,0.727,5.6,12.3,3.2,4.4,0.9,3.3,0.285,True
4558,Horace Walker,75,210.0,1937-04-17,1962,1962,F,0,Michigan State,65,10.3,0.339,6.7,0.725,2.3,6.8,2.2,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4559,Jimmy Walker,75,195.0,1944-04-08,1968,1976,G,8,Providence,698,14.4,0.461,16.7,0.829,6.6,14.4,3.4,4.2,0.0,0.0,0.0,,0.492,81.0,25.2,0.783,9.7,19.6,5.9,7.6,0.0,0.0,0.0,True
4560,Kemba Walker,72,184.0,1990-05-08,2012,2022,G,10,UConn,722,19.2,0.419,19.7,0.84,6.8,16.2,3.8,4.6,2.3,6.2,0.361,0.488,0.428,111.0,16.1,0.783,5.2,12.2,4.5,5.8,1.1,3.5,0.326,True
4561,Kenny Walker,80,210.0,1964-08-18,1987,1995,F,8,Kentucky,448,11.9,0.485,7.0,0.749,2.8,5.7,1.4,1.9,0.0,0.1,0.206,0.487,0.571,132.0,15.8,0.75,5.8,10.1,4.2,5.6,,,,True
